Order_ID,Order_Date,Customer,City,Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Channel
SO000662,2025-09-25,David Wilson,Enugu,Accessories,Laptop,8,441,0.15,2998.8,2177.69,821.11,Wholesale
SO000663,2022-09-07,Barbara Okafor,Nairobi,Computing,Headphones,2,1269,0.05,2411.1,1693.49,717.61,Retail
SO000664,2022-09-18,Michael Ogunleye,Toronto,Office,Printer,5,1583,0.1,7123.5,4933.74,2189.76,Online
SO000665,2024-05-21,Fatima Okafor,Cape Town,Office,Printer,2,517,0,1034,781.76,252.24,Wholesale
SO000666,2025-10-24,Jessica Mensah,Ibadan,Computing,Mouse,2,623,0.05,1183.7,923.41,260.29,Online
SO000667,2025-12-24,Jennifer Musa,Dubai,Computing,Printer,4,1247,0.1,4489.2,3017.71,1471.49,Retail
SO000668,2025-08-15,Michael Okoye,Toronto,Electronics,Mouse,4,1367,0.1,4921.2,3470.75,1450.45,Online
SO000669,2023-01-14,Chinedu Adeyemi,Benin City,Office,Router,5,655,0.2,2620.0,2059.53,560.47,Wholesale
SO000670,2022-02-07,Yusuf Davis,Port Harcourt,Electronics,Headphones,4,172,0,688,443.23,244.77,Retail
SO000671,2023-12-27,Barbara Okoye,Nairobi,Office,USB Hub,2,728,0.05,1383.2,959.75,423.45,Retail
SO000672,2023-08-03,Thomas Okafor,Nairobi,Accessories,Printer,7,307,0.1,1934.1,1096.6,837.5,Retail
SO000673,2025-08-08,David Anderson,Kano,Mobile,Monitor,6,1351,0,8106,6394.07,1711.93,Retail
SO000674,2023-05-20,Yusuf Thomas,Kano,Office,Webcam,7,1248,0.05,8299.2,5011.11,3288.09,Online
SO000675,2025-12-01,Fatima Anderson,New York,Mobile,Keyboard,3,876,0.15,2233.8,1585.67,648.13,Wholesale
SO000676,2023-03-21,Aisha Miller,Dubai,Accessories,Laptop,2,196,0,392,296.9,95.1,Wholesale
SO000677,2023-07-15,Chinedu Thomas,Cape Town,Accessories,Router,6,523,0.05,2981.1,1749.66,1231.44,Wholesale
SO000678,2022-02-09,Linda Adeyemi,Dubai,Mobile,Tablet,8,1125,0.15,7650.0,5279.42,2370.58,Retail
SO000679,2023-01-02,Joseph Adebayo,Accra,Accessories,Router,2,825,0.05,1567.5,1031.77,535.73,Online
SO000680,2022-12-10,Daniel Wilson,New York,Electronics,External SSD,4,1404,0,5616,3671.13,1944.87,Retail
SO000681,2023-10-22,Susan Williams,Kano,Electronics,External SSD,4,1060,0.05,4028.0,3096.28,931.72,Retail
SO000682,2022-10-16,Patricia Adeyemi,Abuja,Office,Headphones,5,1216,0.1,5472.0,3599.03,1872.97,Wholesale
SO000683,2023-08-21,Aisha Smith,Accra,Computing,Desk,4,257,0,1028,747.78,280.22,Wholesale
SO000684,2025-08-15,Karen Okoye,Dubai,Accessories,Office Chair,7,1422,0,9954,5631.39,4322.61,Retail
SO000685,2024-02-23,Ada Thomas,Accra,Mobile,Monitor,4,1521,0.1,5475.6,3038.06,2437.54,Wholesale
SO000686,2023-01-13,Karen Okafor,New York,Office,USB Hub,5,1319,0,6595,4915.89,1679.11,Wholesale
SO000687,2023-02-14,Elizabeth Musa,London,Mobile,USB Hub,6,139,0.15,708.9,477.24,231.66,Online
SO000688,2024-12-19,Linda Davis,Abuja,Electronics,Webcam,5,1153,0.2,4612.0,2822.54,1789.46,Retail
SO000689,2023-04-07,Mary Eze,Ibadan,Computing,External SSD,2,1183,0.05,2247.7,1480.31,767.39,Retail
SO000690,2022-09-08,Ada Williams,Ibadan,Computing,Smartphone,1,1239,0.2,991.2,686.26,304.94,Retail
SO000691,2022-07-25,Aisha Brown,London,Mobile,Router,8,885,0.05,6726.0,4720.0,2006.0,Wholesale
SO000692,2023-02-01,John Musa,Toronto,Accessories,Smartphone,2,1652,0,3304,2619.64,684.36,Retail
SO000693,2024-08-26,Thomas Miller,Enugu,Mobile,Router,8,327,0,2616,1596.94,1019.06,Online
SO000694,2024-11-18,James Ibrahim,Toronto,Computing,External SSD,8,484,0.15,3291.2,1821.03,1470.17,Online
SO000695,2022-07-09,Jennifer Bello,Accra,Mobile,External SSD,6,537,0.15,2738.7,1529.82,1208.88,Retail
SO000696,2023-09-25,Tunde Adebayo,Johannesburg,Mobile,Office Chair,6,206,0.05,1174.2,647.05,527.15,Wholesale
SO000697,2025-12-03,William Ogunleye,Kano,Accessories,Headphones,6,413,0.05,2354.1,1788.96,565.14,Retail
SO000698,2025-08-05,Yusuf Williams,London,Office,Laptop,8,84,0,672,429.52,242.48,Online
SO000699,2024-03-01,Blessing Musa,Nairobi,Computing,Mouse,8,727,0.1,5234.4,3857.59,1376.81,Retail
SO000700,2022-01-24,Linda Okafor,London,Electronics,Power Bank,5,1072,0,5360,3620.6,1739.4,Retail
SO000701,2022-07-15,Ngozi Okoye,Accra,Office,Tablet,1,740,0.05,703.0,551.92,151.08,Online
SO000702,2024-08-19,Fatima Mensah,Johannesburg,Mobile,Desk,5,1580,0.2,6320.0,5078.51,1241.49,Retail
SO000703,2025-01-28,Michael Jones,Accra,Electronics,Desk,2,53,0.05,100.7,78.8,21.9,Retail
SO000704,2022-09-11,William Eze,Dubai,Electronics,Tablet,6,514,0,3084,2330.8,753.2,Wholesale
SO000705,2024-03-22,Mary Davis,London,Electronics,Webcam,6,1625,0,9750,6386.72,3363.28,Online
SO000706,2023-10-14,Ibrahim Williams,Enugu,Electronics,Smartphone,2,692,0,1384,837.47,546.53,Wholesale
SO000707,2025-06-20,Charles Ibrahim,New York,Accessories,Power Bank,4,919,0.15,3124.6,2333.24,791.36,Retail
SO000708,2022-03-06,David Adebayo,New York,Computing,Smartphone,6,1444,0.05,8230.8,4944.47,3286.33,Wholesale
SO000709,2022-05-26,Yusuf Ibrahim,Benin City,Electronics,Monitor,5,273,0.05,1296.75,998.43,298.32,Retail
SO000710,2023-04-06,Jessica Davis,Nairobi,Accessories,USB Hub,6,327,0,1962,1278.27,683.73,Wholesale
SO000711,2025-09-19,Elizabeth Jones,Accra,Mobile,Router,2,926,0.15,1574.2,1086.21,487.99,Wholesale
SO000712,2022-12-20,Daniel Anderson,Nairobi,Office,External SSD,1,1613,0.05,1532.35,1062.56,469.79,Retail
SO000713,2024-07-14,James Wilson,Cape Town,Accessories,Power Bank,5,1356,0.2,5424.0,4217.2,1206.8,Online
SO000714,2024-10-11,Patricia Adeyemi,Abuja,Computing,Mouse,6,1166,0.15,5946.6,4431.41,1515.19,Online
SO000715,2023-04-23,Linda Ogunleye,Johannesburg,Accessories,Monitor,5,980,0,4900,3268.18,1631.82,Wholesale
SO000716,2022-12-13,Elizabeth Wilson,London,Mobile,Headphones,5,392,0.1,1764.0,1433.56,330.44,Online
SO000717,2024-01-21,Barbara Eze,Enugu,Electronics,External SSD,3,921,0.05,2624.85,1604.17,1020.68,Wholesale
SO000718,2023-08-26,Fatima Brown,New York,Computing,Power Bank,6,543,0,3258,2068.44,1189.56,Online
SO000719,2023-07-27,Patricia Miller,Benin City,Electronics,Headphones,4,1390,0,5560,3479.35,2080.65,Retail
SO000720,2022-08-06,Joseph Mensah,Enugu,Office,Power Bank,3,735,0.2,1764.0,1438.09,325.91,Retail
SO000721,2023-10-03,Emeka Ogunleye,Johannesburg,Office,Monitor,4,415,0.15,1411.0,831.27,579.73,Retail
SO000722,2025-10-25,Tunde Miller,London,Electronics,Monitor,4,360,0,1440,1058.49,381.51,Retail
SO000723,2023-04-17,Michael Bello,Kano,Electronics,Monitor,8,1031,0,8248,6506.67,1741.33,Wholesale
SO000724,2024-03-07,Barbara Musa,Cape Town,Office,Monitor,7,955,0,6685,3912.6,2772.4,Retail
SO000725,2024-08-16,Michael Thomas,Johannesburg,Accessories,Mouse,5,1295,0.05,6151.25,4773.2,1378.05,Wholesale
SO000726,2024-12-22,James Davis,Johannesburg,Electronics,Monitor,7,1206,0,8442,5359.67,3082.33,Retail
SO000727,2023-03-02,Karen Wilson,New York,Office,External SSD,4,268,0,1072,801.85,270.15,Online
SO000728,2024-03-14,Charles Anderson,Toronto,Computing,Router,3,840,0.2,2016.0,1443.86,572.14,Wholesale
SO000729,2022-04-06,Jennifer Davis,Nairobi,Electronics,Power Bank,2,1435,0.15,2439.5,1647.09,792.41,Wholesale
SO000730,2025-01-24,Jessica Bello,Port Harcourt,Accessories,USB Hub,6,613,0.1,3310.2,2582.7,727.5,Retail
SO000731,2025-11-23,Karen Okafor,Toronto,Computing,External SSD,6,1738,0.1,9385.2,6896.5,2488.7,Wholesale
SO000732,2023-03-23,Blessing Thomas,Lagos,Accessories,Printer,8,1466,0.1,10555.2,8220.39,2334.81,Online
SO000733,2023-03-19,Tunde Ibrahim,Abuja,Computing,Keyboard,8,606,0,4848,3670.73,1177.27,Retail
SO000734,2025-04-17,Thomas Anderson,Nairobi,Accessories,Keyboard,3,1351,0.15,3445.05,2326.05,1119.0,Wholesale
SO000735,2024-08-07,Emeka Okafor,London,Mobile,Tablet,2,838,0.15,1424.6,918.38,506.22,Retail
SO000736,2023-03-24,Blessing Musa,Toronto,Computing,Power Bank,6,1211,0,7266,4677.57,2588.43,Online
SO000737,2022-01-24,Michael Adebayo,Johannesburg,Office,External SSD,4,1467,0,5868,3844.28,2023.72,Online
SO000738,2023-03-23,Mary Smith,Abuja,Mobile,Headphones,4,368,0,1472,986.69,485.31,Retail
SO000739,2022-04-22,Linda Ibrahim,Benin City,Office,Webcam,8,742,0,5936,4426.89,1509.11,Wholesale
SO000740,2025-06-21,David Williams,Accra,Electronics,Monitor,5,1580,0.15,6715.0,5299.7,1415.3,Retail
SO000741,2025-10-30,Charles Jones,London,Electronics,Smartphone,3,848,0,2544,1418.33,1125.67,Online
SO000742,2023-08-11,James Adebayo,Johannesburg,Electronics,Headphones,5,1015,0,5075,3107.05,1967.95,Wholesale
SO000743,2022-04-28,Tunde Okoye,Port Harcourt,Electronics,USB Hub,4,1152,0.05,4377.6,2659.5,1718.1,Wholesale
SO000744,2022-12-27,Chinedu Miller,Enugu,Electronics,Smartphone,8,713,0,5704,3839.09,1864.91,Retail
SO000745,2025-10-18,James Mensah,Cape Town,Office,External SSD,7,138,0.1,869.4,685.45,183.95,Online
SO000746,2022-07-31,Susan Okafor,Port Harcourt,Accessories,USB Hub,1,857,0,857,551.0,306.0,Wholesale
SO000747,2022-11-24,James Ibrahim,Kano,Computing,Router,8,1541,0,12328,10079.71,2248.29,Wholesale
SO000748,2022-04-13,Mary Miller,Benin City,Computing,Monitor,6,492,0,2952,2382.08,569.92,Wholesale
SO000749,2025-02-25,Barbara Jones,London,Electronics,Webcam,5,897,0.15,3812.25,2997.87,814.38,Retail
SO000750,2025-10-15,Aisha Okafor,Nairobi,Computing,Mouse,1,1502,0.2,1201.6,871.59,330.01,Wholesale
SO000751,2023-04-15,Mary Adeyemi,Enugu,Computing,Monitor,8,1196,0.15,8132.8,6052.12,2080.68,Online
SO000752,2025-01-15,Thomas Miller,London,Office,Desk,8,1126,0.2,7206.4,3986.15,3220.25,Wholesale
SO000753,2023-05-18,Karen Miller,Toronto,Office,External SSD,4,1247,0,4988,3048.46,1939.54,Retail
SO000754,2023-08-05,Fatima Jones,New York,Computing,Webcam,6,1184,0.15,6038.4,3838.13,2200.27,Wholesale
SO000755,2025-11-17,Aisha Davis,Dubai,Electronics,Laptop,6,1459,0.15,7440.9,4785.85,2655.05,Retail
SO000756,2024-01-13,Yusuf Ogunleye,Benin City,Electronics,External SSD,7,703,0,4921,3860.23,1060.77,Retail
SO000757,2025-09-24,Michael Wilson,Toronto,Accessories,Keyboard,8,1348,0.2,8627.2,5419.99,3207.21,Online
SO000758,2024-06-30,Jessica Johnson,Toronto,Electronics,Mouse,6,1258,0.1,6793.2,4347.78,2445.42,Retail
SO000759,2023-07-18,David Bello,Port Harcourt,Accessories,Headphones,7,1659,0.15,9871.05,7813.05,2058.0,Wholesale
SO000760,2024-02-14,Elizabeth Anderson,Benin City,Office,Laptop,3,849,0,2547,2069.25,477.75,Retail
SO000761,2023-08-21,Charles Williams,Benin City,Mobile,Office Chair,3,1011,0,3033,1813.77,1219.23,Online
SO000762,2022-07-14,Jessica Johnson,Ibadan,Electronics,Printer,2,1396,0,2792,1549.52,1242.48,Wholesale
SO000763,2024-01-19,William Williams,Cape Town,Computing,External SSD,1,1356,0.2,1084.8,620.95,463.85,Online
SO000764,2023-09-26,Aisha Smith,London,Office,Office Chair,5,361,0.1,1624.5,957.92,666.58,Online
SO000765,2022-06-26,James Adeyemi,Nairobi,Accessories,Headphones,7,1421,0,9947,7943.92,2003.08,Wholesale
SO000766,2022-11-15,Chinedu Davis,Abuja,Mobile,Tablet,2,1237,0.15,2102.9,1247.98,854.92,Retail
SO000767,2022-04-27,Robert Wilson,Abuja,Office,Mouse,5,1192,0,5960,4825.27,1134.73,Retail
SO000768,2022-04-23,Linda Thomas,Abuja,Office,Smartphone,2,100,0.2,160.0,113.59,46.41,Wholesale
SO000769,2022-09-16,Linda Johnson,Ibadan,Computing,External SSD,8,321,0.05,2439.6,1671.2,768.4,Online
SO000770,2023-10-04,Ibrahim Adebayo,Benin City,Accessories,Smartphone,8,1280,0.05,9728.0,7867.38,1860.62,Wholesale
SO000771,2025-06-16,David Thomas,New York,Accessories,Printer,2,1453,0,2906,1931.61,974.39,Online
SO000772,2023-05-19,Ngozi Anderson,Dubai,Mobile,Laptop,6,777,0.1,4195.8,2541.91,1653.89,Online
SO000773,2023-03-17,William Miller,Kano,Mobile,Router,7,1058,0.15,6295.1,3722.81,2572.29,Retail
SO000774,2023-08-22,Barbara Ogunleye,New York,Electronics,Router,4,924,0,3696,2237.02,1458.98,Wholesale
SO000775,2023-11-26,Jessica Davis,Accra,Accessories,Router,2,778,0,1556,1104.66,451.34,Online
SO000776,2023-12-20,Sarah Ogunleye,Accra,Mobile,Smartphone,1,711,0.2,568.8,458.62,110.18,Online
SO000777,2025-08-18,William Adeyemi,Port Harcourt,Accessories,USB Hub,3,865,0.05,2465.25,1660.56,804.69,Wholesale
SO000778,2024-07-26,Jennifer Bello,Toronto,Electronics,Keyboard,4,259,0.1,932.4,723.32,209.08,Retail
SO000779,2025-01-27,Robert Bello,Nairobi,Office,Keyboard,3,346,0.15,882.3,496.74,385.56,Retail
SO000780,2025-06-14,Yusuf Brown,Lagos,Computing,Tablet,6,1776,0.15,9057.6,5574.55,3483.05,Online
SO000781,2024-12-14,Robert Adeyemi,Port Harcourt,Accessories,Tablet,2,518,0.15,880.6,539.32,341.28,Online
SO000782,2023-08-04,William Musa,Nairobi,Electronics,Keyboard,3,870,0.1,2349.0,1557.38,791.62,Wholesale
SO000783,2023-09-28,Emeka Okafor,Port Harcourt,Computing,Laptop,5,1194,0,5970,4761.57,1208.43,Online
SO000784,2025-02-02,Charles Wilson,Cape Town,Computing,Office Chair,2,1237,0,2474,1970.87,503.13,Online
SO000785,2023-10-30,Patricia Thomas,Nairobi,Computing,Laptop,4,1093,0.1,3934.8,2307.95,1626.85,Retail
SO000786,2024-04-19,Blessing Mensah,Johannesburg,Accessories,Keyboard,1,339,0,339,240.76,98.24,Online
SO000787,2023-11-01,Thomas Ogunleye,Ibadan,Electronics,Webcam,7,1608,0.05,10693.2,6115.96,4577.24,Retail
SO000788,2023-07-03,Linda Eze,Enugu,Electronics,Webcam,2,968,0.05,1839.2,1311.47,527.73,Online
SO000789,2024-11-20,Barbara Adebayo,London,Accessories,Power Bank,7,377,0,2639,1539.6,1099.4,Wholesale
SO000790,2022-05-20,Barbara Adebayo,Abuja,Office,Monitor,4,1181,0,4724,2726.0,1998.0,Wholesale
SO000791,2024-06-02,Yusuf Ogunleye,Ibadan,Electronics,Keyboard,4,519,0.15,1764.6,1064.66,699.94,Retail
SO000792,2022-01-19,Patricia Jones,Cape Town,Office,Monitor,4,804,0.15,2733.6,1772.09,961.51,Online
SO000793,2022-08-04,Emeka Adeyemi,Kano,Office,Printer,3,102,0.1,275.4,167.79,107.61,Wholesale
SO000794,2025-08-22,Karen Ogunleye,Accra,Mobile,Webcam,5,31,0.05,147.25,113.73,33.52,Wholesale
SO000795,2024-06-08,David Okoye,London,Computing,Printer,4,1459,0,5836,3975.45,1860.55,Wholesale
SO000796,2022-07-26,Ada Adebayo,Accra,Computing,Webcam,3,262,0,786,516.95,269.05,Retail
SO000797,2023-12-04,David Ibrahim,Benin City,Computing,Office Chair,3,1632,0.2,3916.8,2649.2,1267.6,Online
SO000798,2023-09-01,Emeka Brown,Benin City,Electronics,Webcam,3,541,0.05,1541.85,1241.12,300.73,Retail
SO000799,2022-12-08,Yusuf Ogunleye,Toronto,Mobile,Office Chair,5,326,0.05,1548.5,910.06,638.44,Retail
SO000800,2022-05-07,Charles Smith,Port Harcourt,Mobile,Mouse,7,708,0,4956,3930.96,1025.04,Online
SO000801,2023-09-27,Ibrahim Williams,New York,Electronics,USB Hub,5,1769,0,8845,5127.21,3717.79,Wholesale
SO000802,2024-05-14,Joseph Adeyemi,Dubai,Office,Printer,4,1778,0,7112,4457.5,2654.5,Retail
SO000803,2024-07-27,Chinedu Mensah,Abuja,Mobile,Laptop,7,1510,0.1,9513.0,7130.4,2382.6,Online
SO000804,2025-01-04,Fatima Adebayo,Cape Town,Office,Keyboard,3,661,0.2,1586.4,1204.7,381.7,Retail
SO000805,2024-06-25,William Okafor,Nairobi,Office,Monitor,8,656,0.2,4198.4,3407.14,791.26,Retail
SO000806,2025-03-25,Ibrahim Ibrahim,Port Harcourt,Accessories,Router,3,1282,0.2,3076.8,1741.59,1335.21,Online
SO000807,2024-07-07,Sarah Miller,Abuja,Mobile,USB Hub,2,174,0.1,313.2,219.03,94.17,Online
SO000808,2023-10-07,Barbara Williams,London,Accessories,Desk,1,570,0,570,366.5,203.5,Retail
SO000809,2024-12-21,Ada Bello,Dubai,Electronics,Power Bank,2,800,0.05,1520.0,1088.92,431.08,Online
SO000810,2022-09-15,Fatima Brown,Ibadan,Computing,Laptop,1,1031,0,1031,703.79,327.21,Retail
SO000811,2023-09-21,Jessica Wilson,Accra,Accessories,Mouse,3,893,0.05,2545.05,1659.46,885.59,Wholesale
SO000812,2024-04-27,Karen Brown,Benin City,Accessories,Webcam,5,1695,0,8475,6074.08,2400.92,Online
SO000813,2024-02-02,Ada Eze,London,Computing,Office Chair,7,1061,0,7427,5253.05,2173.95,Wholesale
SO000814,2024-02-01,Blessing Smith,Cape Town,Accessories,Keyboard,7,563,0,3941,2912.87,1028.13,Online
SO000815,2022-04-21,Ada Ogunleye,Johannesburg,Computing,Monitor,8,964,0,7712,5635.32,2076.68,Wholesale
SO000816,2024-09-18,Yusuf Musa,Toronto,Office,Mouse,3,1374,0.1,3709.8,2895.54,814.26,Online
SO000817,2022-12-14,Robert Miller,Toronto,Computing,Tablet,2,1618,0.15,2750.6,1821.01,929.59,Online
SO000818,2022-08-14,Patricia Adebayo,Ibadan,Electronics,Laptop,5,1311,0.2,5244.0,3738.55,1505.45,Online
SO000819,2023-02-19,Aisha Okoye,London,Mobile,External SSD,6,1157,0.15,5900.7,3641.15,2259.55,Wholesale
SO000820,2023-04-08,Barbara Adebayo,Toronto,Office,Monitor,4,707,0.1,2545.2,1553.37,991.83,Online
SO000821,2022-08-09,John Smith,Accra,Accessories,Printer,2,231,0.15,392.7,271.25,121.45,Online
SO000822,2022-04-24,David Jones,Dubai,Accessories,Office Chair,1,1393,0.1,1253.7,997.86,255.84,Retail
SO000823,2022-01-19,Charles Thomas,Abuja,Accessories,Keyboard,8,1245,0.1,8964.0,5997.44,2966.56,Online
SO000824,2025-05-27,Emeka Jones,Benin City,Mobile,Router,1,1722,0.2,1377.6,849.22,528.38,Retail
SO000825,2023-03-11,Tunde Johnson,Abuja,Accessories,Keyboard,5,1301,0.05,6179.75,4442.8,1736.95,Wholesale
SO000826,2024-04-18,Susan Johnson,Enugu,Mobile,Smartphone,5,529,0.15,2248.25,1398.93,849.32,Wholesale
SO000827,2024-08-26,David Thomas,Toronto,Accessories,Monitor,6,716,0,4296,3360.6,935.4,Wholesale
SO000828,2022-12-06,William Miller,Kano,Electronics,Keyboard,5,1411,0.05,6702.25,4162.82,2539.43,Wholesale
SO000829,2022-12-12,Tunde Jones,Nairobi,Accessories,Mouse,4,1578,0.2,5049.6,3490.55,1559.05,Wholesale
SO000830,2025-04-28,Tunde Brown,Ibadan,Accessories,USB Hub,2,942,0.15,1601.4,983.28,618.12,Online
SO000831,2022-10-29,Blessing Adebayo,Enugu,Electronics,Monitor,1,418,0.05,397.1,271.39,125.71,Wholesale
SO000832,2022-12-03,David Johnson,Lagos,Office,Mouse,1,1139,0.1,1025.1,613.55,411.55,Wholesale
SO000833,2023-04-04,James Williams,Johannesburg,Computing,Keyboard,6,306,0.15,1560.6,914.44,646.16,Retail
SO000834,2022-04-19,Patricia Bello,Dubai,Mobile,Tablet,2,1674,0.2,2678.4,1912.39,766.01,Online
SO000835,2025-04-11,Michael Williams,Dubai,Accessories,External SSD,5,1696,0.2,6784.0,4434.84,2349.16,Online
SO000836,2022-10-01,Yusuf Jones,Ibadan,Electronics,Laptop,2,1618,0,3236,2535.15,700.85,Online
SO000837,2025-04-23,Barbara Eze,Ibadan,Office,Router,8,732,0.05,5563.2,3397.03,2166.17,Online
SO000838,2023-05-18,Joseph Williams,Toronto,Office,Webcam,4,109,0,436,328.23,107.77,Wholesale
SO000839,2023-01-16,William Adeyemi,Lagos,Computing,Smartphone,2,345,0.1,621.0,492.52,128.48,Online
SO000840,2025-08-12,Charles Ogunleye,Ibadan,Accessories,USB Hub,3,992,0,2976,2237.34,738.66,Online
SO000841,2024-05-16,Linda Miller,Abuja,Mobile,Webcam,3,135,0,405,260.4,144.6,Wholesale
SO000842,2024-06-10,Michael Adebayo,Abuja,Electronics,Router,4,353,0.1,1270.8,742.06,528.74,Online
SO000843,2025-05-31,Charles Eze,Dubai,Mobile,Headphones,2,1495,0.2,2392.0,1612.78,779.22,Wholesale
SO000844,2022-03-24,Linda Eze,Cape Town,Computing,Mouse,8,91,0.2,582.4,323.03,259.37,Retail
SO000845,2024-06-28,Daniel Wilson,Enugu,Mobile,Keyboard,6,381,0.05,2171.7,1266.94,904.76,Online
SO000846,2022-05-07,Blessing Davis,Kano,Office,Headphones,8,160,0.15,1088.0,747.18,340.82,Retail
SO000847,2024-08-22,Joseph Johnson,Lagos,Office,Smartphone,6,472,0.15,2407.2,1569.73,837.47,Wholesale
SO000848,2024-05-23,Jennifer Wilson,Abuja,Mobile,Mouse,7,978,0,6846,4038.05,2807.95,Wholesale
SO000849,2023-10-29,Robert Johnson,Nairobi,Office,Headphones,5,1203,0,6015,3902.63,2112.37,Wholesale
SO000850,2022-06-18,Aisha Adeyemi,Nairobi,Electronics,External SSD,7,1382,0.15,8222.9,4731.75,3491.15,Online
SO000851,2022-05-18,Karen Musa,Ibadan,Accessories,Headphones,7,645,0.05,4289.25,2577.41,1711.84,Online
SO000852,2025-12-16,Jennifer Davis,Toronto,Computing,Keyboard,5,492,0,2460,1410.22,1049.78,Wholesale
SO000853,2022-10-11,Ibrahim Thomas,Accra,Computing,External SSD,5,1420,0.1,6390.0,3622.92,2767.08,Online
SO000854,2024-11-13,Emeka Adebayo,Dubai,Mobile,Monitor,7,911,0.1,5739.3,3239.12,2500.18,Wholesale
SO000855,2023-04-05,Michael Johnson,Nairobi,Computing,External SSD,6,1117,0.1,6031.8,4462.5,1569.3,Retail
SO000856,2023-12-07,Aisha Jones,Lagos,Computing,Monitor,4,1464,0,5856,3766.8,2089.2,Online
SO000857,2023-03-31,David Okoye,Nairobi,Electronics,Smartphone,2,1288,0.15,2189.6,1490.85,698.75,Retail
SO000858,2024-07-21,Ibrahim Ibrahim,Kano,Computing,Power Bank,7,576,0.2,3225.6,2368.88,856.72,Wholesale
SO000859,2024-01-29,Sarah Adeyemi,New York,Office,Mouse,2,611,0.2,977.6,733.37,244.23,Wholesale
SO000860,2022-07-29,Jessica Wilson,New York,Accessories,Headphones,2,1238,0,2476,1896.8,579.2,Online
SO000861,2025-06-13,Linda Mensah,Dubai,Electronics,Smartphone,5,248,0,1240,777.5,462.5,Online
SO000862,2024-08-31,Susan Okoye,Cape Town,Office,Laptop,3,1041,0.05,2966.85,1771.77,1195.08,Wholesale
SO000863,2024-09-14,Jennifer Smith,Accra,Mobile,Keyboard,7,1645,0.2,9212.0,7375.07,1836.93,Online
SO000864,2022-01-11,Joseph Thomas,Ibadan,Mobile,Laptop,4,400,0.05,1520.0,1214.76,305.24,Online
SO000865,2023-02-19,Charles Brown,Enugu,Mobile,Printer,4,1264,0.1,4550.4,3584.43,965.97,Online
SO000866,2023-11-02,Daniel Williams,Johannesburg,Electronics,External SSD,2,654,0,1308,887.83,420.17,Wholesale
SO000867,2025-07-22,Ibrahim Anderson,Cape Town,Computing,Laptop,6,293,0.1,1582.2,1234.83,347.37,Wholesale
SO000868,2025-05-04,Aisha Davis,Accra,Mobile,Office Chair,8,1355,0.05,10298.0,5778.92,4519.08,Online
SO000869,2024-05-10,Mary Adeyemi,London,Accessories,Smartphone,7,332,0.2,1859.2,1340.93,518.27,Retail
SO000870,2025-04-26,Sarah Bello,Nairobi,Mobile,Laptop,8,432,0,3456,2496.23,959.77,Online
SO000871,2022-12-20,Emeka Musa,New York,Accessories,Desk,5,689,0.15,2928.25,1859.96,1068.29,Wholesale
SO000872,2023-04-24,David Anderson,Johannesburg,Office,Tablet,7,957,0,6699,3835.47,2863.53,Retail
SO000873,2022-05-21,Elizabeth Jones,Cape Town,Mobile,Office Chair,7,923,0.05,6137.95,4505.83,1632.12,Online
SO000874,2025-04-13,Blessing Thomas,Accra,Accessories,Monitor,8,1471,0.2,9414.4,7096.55,2317.85,Online
SO000875,2023-05-18,Sarah Thomas,Port Harcourt,Office,Mouse,1,636,0.1,572.4,418.93,153.47,Retail
SO000876,2022-03-25,Jennifer Davis,Dubai,Office,Smartphone,1,802,0.1,721.8,529.7,192.1,Online
SO000877,2023-05-23,Tunde Williams,Enugu,Office,Office Chair,8,1523,0.15,10356.4,7639.75,2716.65,Online
SO000878,2022-11-06,Emeka Adeyemi,Ibadan,Office,Printer,3,1458,0,4374,2508.25,1865.75,Retail
SO000879,2022-07-28,Tunde Okafor,Ibadan,Computing,Power Bank,7,326,0,2282,1677.6,604.4,Retail
SO000880,2023-10-28,Michael Brown,Abuja,Electronics,Office Chair,5,1121,0.2,4484.0,2917.51,1566.49,Retail
SO000881,2023-08-10,Joseph Ogunleye,Abuja,Electronics,Printer,4,1194,0.15,4059.6,3193.56,866.04,Wholesale
SO000882,2022-08-01,Sarah Ogunleye,Dubai,Mobile,Headphones,4,703,0,2812,2050.68,761.32,Retail
SO000883,2022-12-06,Jessica Bello,Johannesburg,Computing,Desk,5,544,0.15,2312.0,1462.77,849.23,Retail
SO000884,2024-07-28,Ada Thomas,Cape Town,Electronics,Desk,4,297,0.2,950.4,621.85,328.55,Online
SO000885,2025-10-29,Robert Okoye,New York,Office,Webcam,4,285,0,1140,750.47,389.53,Wholesale
SO000886,2023-05-15,Jessica Wilson,Port Harcourt,Office,Laptop,2,729,0,1458,1185.75,272.25,Wholesale
SO000887,2024-09-28,Blessing Adeyemi,Toronto,Computing,Router,7,31,0,217,143.69,73.31,Retail
SO000888,2024-04-18,James Okoye,Port Harcourt,Mobile,Router,8,639,0.2,4089.6,3070.65,1018.95,Online
SO000889,2022-07-05,Michael Bello,Enugu,Computing,Tablet,1,43,0,43,30.2,12.8,Online
SO000890,2024-06-25,Daniel Eze,Johannesburg,Electronics,Smartphone,7,534,0,3738,2982.99,755.01,Retail
SO000891,2022-08-17,Susan Mensah,Benin City,Mobile,Monitor,1,1789,0.2,1431.2,819.01,612.19,Retail
